GRAMS	Dust Mass(Msun)	Max C2H2 log(n/cm2)
7264	2.94850E-05	18.22
7265	2.94850E-06	17.22
7266	3.68563E-04	19.31
7267	4.42276E-04	19.39
7268	4.42276E-05	18.39
7269	4.42276E-06	17.39
7270	5.15988E-04	19.46
7271	5.89701E-04	19.52
7272	5.89701E-05	18.52
7273	5.89701E-06	17.52
7274	6.63413E-04	19.57
7275	2.67549E-03	19.79
7276	1.78366E-03	19.62
7277	1.78366E-04	18.62
7278	1.78366E-05	17.62
7279	1.78366E-06	16.62
7280	4.45916E-03	20.01
7281	3.56733E-03	19.92
7282	3.56733E-04	18.92
7283	3.56733E-05	17.92
7284	3.56733E-06	16.92
7285	6.24282E-03	20.16
7286	5.35099E-03	20.09
7287	5.35099E-04	19.09
7288	7.13465E-03	20.22
7289	7.13465E-04	19.22
7290	7.13465E-05	18.22
7291	7.13465E-06	17.22
7292	8.91832E-04	19.31
7293	1.07020E-03	19.39
7294	1.07020E-04	18.39
7295	1.07020E-05	17.39
7296	1.24856E-03	19.46
7297	1.42693E-03	19.52
7298	1.42693E-04	18.52
7299	1.42693E-05	17.52
7300	1.60530E-03	19.57
7301	7.86268E-03	19.79
7302	5.24179E-03	19.62
7303	5.24179E-04	18.62
7304	5.24179E-05	17.62
7305	5.24179E-06	16.62
7306	1.31045E-02	20.01
7307	1.04836E-02	19.92
7308	1.04836E-03	18.92
7309	1.04836E-04	17.92
7310	1.04836E-05	16.92
7311	1.83462E-02	20.16
7312	1.57254E-02	20.09
7313	1.57254E-03	19.09
7314	2.09671E-02	20.22
7315	2.09671E-03	19.22
7316	2.09671E-04	18.22
7317	2.09671E-05	17.22
7318	2.62089E-03	19.31
7319	3.14507E-03	19.39
7320	3.14507E-04	18.39
7321	3.14507E-05	17.39
7322	3.66925E-03	19.46
7323	4.19343E-03	19.52
7324	4.19343E-04	18.52
7325	4.19343E-05	17.52
7326	4.71761E-03	19.57
7327	4.91417E-05	18.62
7328	4.91417E-06	17.62
7329	4.91417E-07	16.62
7330	9.82835E-05	18.92
7331	9.82835E-06	17.92
7332	9.82835E-07	16.92
7333	1.47425E-04	19.09
7334	1.96567E-04	19.22
7335	1.96567E-05	18.22
7336	1.96567E-06	17.22
7337	2.45709E-04	19.31
7338	2.94850E-04	19.39
7339	2.94850E-05	18.39
7340	2.94850E-06	17.39
7341	3.93134E-05	18.52
7342	3.93134E-06	17.52
7343	1.65853E-03	19.79
7344	1.10569E-03	19.62
7345	1.10569E-04	18.62
7346	1.10569E-05	17.62
7347	1.10569E-06	16.62
7348	2.21138E-03	19.92
7349	2.21138E-04	18.92
7350	2.21138E-05	17.92
7351	2.21138E-06	16.92
7352	3.31707E-04	19.09
7353	4.42276E-04	19.22
7354	4.42276E-05	18.22
7355	4.42276E-06	17.22
7356	5.52845E-04	19.31
7357	6.63413E-04	19.39
7358	6.63413E-05	18.39
7359	6.63413E-06	17.39
7360	7.73982E-04	19.46
7361	8.84551E-04	19.52
7362	8.84551E-05	18.52
7363	8.84551E-06	17.52
7364	9.95120E-04	19.57
7365	4.01324E-03	19.79
7366	2.67549E-03	19.62
7367	2.67549E-04	18.62
7368	2.67549E-05	17.62
7369	2.67549E-06	16.62
7370	6.68874E-03	20.01
7371	5.35099E-03	19.92
7372	5.35099E-04	18.92
7373	5.35099E-05	17.92
7374	5.35099E-06	16.92
7375	9.36423E-03	20.16
7376	8.02648E-03	20.09
7377	8.02648E-04	19.09
7378	1.07020E-02	20.22
7379	1.07020E-03	19.22
7380	1.07020E-04	18.22
7381	1.07020E-05	17.22
7382	1.33775E-03	19.31
7383	1.60530E-03	19.39
7384	1.60530E-04	18.39
7385	1.60530E-05	17.39
7386	1.87285E-03	19.46
7387	2.14040E-03	19.52
7388	2.14040E-04	18.52
7389	2.14040E-05	17.52
7390	2.40795E-03	19.57
7391	1.17940E-02	19.79
7392	7.86268E-03	19.62
7393	7.86268E-04	18.62
7394	7.86268E-05	17.62
7395	7.86268E-06	16.62
7396	1.96567E-02	20.01
7397	1.57254E-02	19.92
7398	1.57254E-03	18.92
7399	1.57254E-04	17.92
7400	1.57254E-05	16.92
7401	2.75194E-02	20.16
7402	2.35880E-02	20.09
7403	2.35880E-03	19.09
7404	3.14507E-02	20.22
7405	3.14507E-03	19.22
7406	3.14507E-04	18.22
7407	3.14507E-05	17.22
7408	3.93134E-03	19.31
7409	4.71761E-03	19.39
7410	4.71761E-04	18.39
7411	4.71761E-05	17.39
7412	5.50387E-03	19.46
7413	6.29014E-03	19.52
7414	6.29014E-04	18.52
7415	6.29014E-05	17.52
7416	7.07641E-03	19.57
7417	8.19029E-05	18.62
7418	8.19029E-06	17.62
7419	8.19029E-07	16.62
7420	1.63806E-04	18.92
7421	1.63806E-05	17.92
7422	1.63806E-06	16.92
7423	2.45709E-04	19.09
7424	3.27612E-04	19.22
7425	3.27612E-05	18.22
7426	3.27612E-06	17.22
7427	4.09514E-04	19.31
7428	4.91417E-04	19.39
7429	4.91417E-05	18.39
7430	4.91417E-06	17.39
7431	6.55223E-05	18.52
7432	6.55223E-06	17.52
7433	2.76422E-03	19.79
7434	1.84281E-03	19.62
7435	1.84281E-04	18.62
7436	1.84281E-05	17.62
7437	1.84281E-06	16.62
7438	3.68563E-03	19.92
7439	3.68563E-04	18.92
7440	3.68563E-05	17.92
7441	3.68563E-06	16.92
7442	5.52845E-04	19.09
7443	7.37126E-04	19.22
7444	7.37126E-05	18.22
7445	7.37126E-06	17.22
7446	9.21408E-04	19.31
7447	1.10569E-03	19.39
7448	1.10569E-04	18.39
7449	1.10569E-05	17.39
7450	1.28997E-03	19.46
7451	1.47425E-03	19.52
7452	1.47425E-04	18.52
7453	1.47425E-05	17.52
7454	1.65853E-03	19.57
7455	6.68874E-03	19.79
7456	4.45916E-03	19.62
7457	4.45916E-04	18.62
7458	4.45916E-05	17.62
7459	4.45916E-06	16.62
7460	1.11479E-02	20.01
7461	8.91832E-03	19.92
7462	8.91832E-04	18.92
7463	8.91832E-05	17.92
7464	8.91832E-06	16.92
7465	1.56071E-02	20.16
7466	1.33775E-02	20.09
7467	1.33775E-03	19.09
7468	1.78366E-02	20.22
7469	1.78366E-03	19.22
7470	1.78366E-04	18.22
7471	1.78366E-05	17.22
7472	2.22958E-03	19.31
7473	2.67550E-03	19.39
7474	2.67550E-04	18.39
7475	2.67550E-05	17.39
7476	3.12141E-03	19.46
7477	3.56733E-03	19.52
7478	3.56733E-04	18.52
7479	3.56733E-05	17.52
7480	4.01324E-03	19.57
7481	1.96567E-02	19.79
7482	1.31045E-02	19.62
7483	1.31045E-03	18.62
7484	1.31045E-04	17.62
7485	1.31045E-05	16.62
7486	3.27612E-02	20.01
7487	2.62089E-02	19.92
7488	2.62089E-03	18.92
7489	2.62089E-04	17.92
7490	2.62089E-05	16.92
7491	4.58656E-02	20.16
7492	3.93134E-02	20.09
7493	3.93134E-03	19.09
7494	5.24179E-02	20.22
7495	5.24179E-03	19.22
7496	5.24179E-04	18.22
7497	5.24179E-05	17.22
7498	6.55223E-03	19.31
7499	7.86268E-03	19.39
7500	7.86268E-04	18.39
7501	7.86268E-05	17.39
7502	9.17312E-03	19.46
7503	1.04836E-02	19.52
7504	1.04836E-03	18.52
7505	1.04836E-04	17.52
7506	1.17940E-02	19.57
7507	4.12439E-05	18.62
7508	4.12439E-06	17.62
7509	4.12439E-07	16.62
7510	8.24877E-05	18.92
7511	8.24877E-06	17.92
7512	8.24877E-07	16.92
7513	1.23732E-04	19.09
7514	1.64975E-04	19.22
7515	1.64975E-05	18.22
7516	1.64975E-06	17.22
7517	2.06219E-04	19.31
7518	2.47463E-04	19.39
7519	2.47463E-05	18.39
7520	2.47463E-06	17.39
7521	3.29951E-05	18.52
7522	3.29951E-06	17.52
7523	1.39198E-03	19.79
7524	9.27987E-04	19.62
7525	9.27987E-05	18.62
7526	9.27987E-06	17.62
7527	9.27987E-07	16.62
7528	1.85597E-03	19.92
7529	1.85597E-04	18.92
7530	1.85597E-05	17.92
7531	1.85597E-06	16.92
7532	2.78396E-04	19.09
7533	3.71195E-04	19.22
7534	3.71195E-05	18.22
7535	3.71195E-06	17.22
7536	4.63993E-04	19.31
7537	5.56792E-04	19.39
7538	5.56792E-05	18.39
7539	5.56792E-06	17.39
7540	6.49591E-04	19.46
7541	7.42389E-04	19.52
7542	7.42389E-05	18.52
7543	7.42389E-06	17.52
7544	8.35188E-04	19.57
7545	3.36825E-03	19.79
7546	2.24550E-03	19.62
7547	2.24550E-04	18.62
7548	2.24550E-05	17.62
7549	2.24550E-06	16.62
7550	5.61375E-03	20.01
7551	4.49100E-03	19.92
7552	4.49100E-04	18.92
7553	4.49100E-05	17.92
7554	4.49100E-06	16.92
7555	7.85925E-03	20.16
7556	6.73650E-03	20.09
7557	6.73650E-04	19.09
7558	8.98200E-03	20.22
7559	8.98200E-04	19.22
7560	8.98200E-05	18.22
7561	8.98200E-06	17.22
7562	1.12275E-03	19.31
7563	1.34730E-03	19.39
7564	1.34730E-04	18.39
7565	1.34730E-05	17.39
7566	1.57185E-03	19.46
7567	1.79640E-03	19.52
7568	1.79640E-04	18.52
7569	1.79640E-05	17.52
7570	2.02095E-03	19.57
7571	9.89853E-03	19.79
7572	6.59902E-03	19.62
7573	6.59902E-04	18.62
7574	6.59902E-05	17.62
7575	6.59902E-06	16.62
7576	1.64975E-02	20.01
7577	1.31980E-02	19.92
7578	1.31980E-03	18.92
7579	1.31980E-04	17.92
7580	1.31980E-05	16.92
7581	2.30966E-02	20.16
7582	1.97970E-02	20.09
7583	1.97970E-03	19.09
7584	2.63961E-02	20.22
7585	2.63961E-03	19.22
7586	2.63961E-04	18.22
7587	2.63961E-05	17.22
7588	3.29951E-03	19.31
7589	3.95941E-03	19.39
7590	3.95941E-04	18.39
7591	3.95941E-05	17.39
7592	4.61931E-03	19.46
7593	5.27921E-03	19.52
7594	5.27921E-04	18.52
7595	5.27921E-05	17.52
7596	5.93911E-03	19.57
7597	5.19229E-05	18.62
7598	5.19229E-06	17.62
7599	5.19229E-07	16.62
7600	1.03846E-04	18.92
7601	1.03846E-05	17.92
7602	1.03846E-06	16.92
7603	1.55769E-04	19.09
7604	2.07692E-04	19.22
7605	2.07692E-05	18.22
7606	2.07692E-06	17.22
7607	2.59615E-04	19.31
7608	3.11538E-04	19.39
7609	3.11538E-05	18.39
7610	3.11538E-06	17.39
7611	4.15383E-05	18.52
7612	4.15383E-06	17.52
7613	1.75240E-03	19.79
7614	1.16827E-03	19.62
7615	1.16827E-04	18.62
7616	1.16827E-05	17.62
7617	1.16827E-06	16.62
7618	2.33653E-03	19.92
7619	2.33653E-04	18.92
7620	2.33653E-05	17.92
7621	2.33653E-06	16.92
7622	3.50480E-04	19.09
7623	4.67306E-04	19.22
7624	4.67306E-05	18.22
7625	4.67306E-06	17.22
7626	5.84133E-04	19.31
7627	7.00960E-04	19.39
7628	7.00960E-05	18.39
7629	7.00960E-06	17.39
7630	8.17786E-04	19.46
7631	9.34613E-04	19.52
7632	9.34613E-05	18.52
7633	9.34613E-06	17.52
7634	1.05144E-03	19.57
7635	4.24037E-03	19.79
7636	2.82692E-03	19.62
7637	2.82692E-04	18.62
7638	2.82692E-05	17.62
7639	2.82692E-06	16.62
7640	7.06729E-03	20.01
7641	5.65383E-03	19.92
7642	5.65383E-04	18.92
7643	5.65383E-05	17.92
7644	5.65383E-06	16.92
7645	9.89420E-03	20.16
7646	8.48075E-03	20.09
7647	8.48075E-04	19.09
7648	1.13077E-02	20.22
7649	1.13077E-03	19.22
7650	1.13077E-04	18.22
7651	1.13077E-05	17.22
7652	1.41346E-03	19.31
7653	1.69615E-03	19.39
7654	1.69615E-04	18.39
7655	1.69615E-05	17.39
7656	1.97884E-03	19.46
7657	2.26153E-03	19.52
7658	2.26153E-04	18.52
7659	2.26153E-05	17.52
7660	2.54422E-03	19.57
7661	1.24615E-02	19.79
7662	8.30767E-03	19.62
7663	8.30767E-04	18.62
7664	8.30767E-05	17.62
7665	8.30767E-06	16.62
7666	2.07692E-02	20.01
7667	1.66153E-02	19.92
7668	1.66153E-03	18.92
7669	1.66153E-04	17.92
7670	1.66153E-05	16.92
7671	2.90768E-02	20.16
7672	2.49230E-02	20.09
7673	2.49230E-03	19.09
7674	3.32307E-02	20.22
7675	3.32307E-03	19.22
7676	3.32307E-04	18.22
7677	3.32307E-05	17.22
7678	4.15383E-03	19.31
7679	4.98460E-03	19.39
7680	4.98460E-04	18.39
7681	4.98460E-05	17.39
7682	5.81537E-03	19.46
7683	6.64614E-03	19.52
7684	6.64614E-04	18.52
7685	6.64614E-05	17.52
7686	7.47690E-03	19.57
7687	5.19229E-05	18.62
7688	5.19229E-06	17.62
7689	5.19229E-07	16.62
7690	1.03846E-04	18.92
7691	1.03846E-05	17.92
7692	1.03846E-06	16.92
7693	1.55769E-04	19.09
7694	2.07692E-04	19.22
7695	2.07692E-05	18.22
7696	2.07692E-06	17.22
7697	2.59615E-04	19.31
7698	3.11538E-04	19.39
7699	3.11538E-05	18.39
7700	3.11538E-06	17.39
7701	4.15383E-05	18.52
7702	4.15383E-06	17.52
7703	1.75240E-03	19.79
7704	1.16827E-03	19.62
7705	1.16827E-04	18.62
7706	1.16827E-05	17.62
7707	1.16827E-06	16.62
7708	2.33653E-03	19.92
7709	2.33653E-04	18.92
7710	2.33653E-05	17.92
7711	2.33653E-06	16.92
7712	3.50480E-04	19.09
7713	4.67306E-04	19.22
7714	4.67306E-05	18.22
7715	4.67306E-06	17.22
7716	5.84133E-04	19.31
7717	7.00960E-04	19.39
7718	7.00960E-05	18.39
7719	7.00960E-06	17.39
7720	8.17786E-04	19.46
7721	9.34613E-04	19.52
7722	9.34613E-05	18.52
7723	9.34613E-06	17.52
7724	1.05144E-03	19.57
7725	4.24037E-03	19.79
7726	2.82692E-03	19.62
7727	2.82692E-04	18.62
7728	2.82692E-05	17.62
7729	2.82692E-06	16.62
7730	7.06729E-03	20.01
7731	5.65383E-03	19.92
7732	5.65383E-04	18.92
7733	5.65383E-05	17.92
7734	5.65383E-06	16.92
7735	9.89420E-03	20.16
7736	8.48075E-03	20.09
7737	8.48075E-04	19.09
7738	1.13077E-02	20.22
7739	1.13077E-03	19.22
7740	1.13077E-04	18.22
7741	1.13077E-05	17.22
7742	1.41346E-03	19.31
7743	1.69615E-03	19.39
7744	1.69615E-04	18.39
7745	1.69615E-05	17.39
7746	1.97884E-03	19.46
7747	2.26153E-03	19.52
7748	2.26153E-04	18.52
7749	2.26153E-05	17.52
7750	2.54422E-03	19.57
7751	1.24615E-02	19.79
7752	8.30767E-03	19.62
7753	8.30767E-04	18.62
7754	8.30767E-05	17.62
7755	8.30767E-06	16.62
7756	2.07692E-02	20.01
7757	1.66153E-02	19.92
7758	1.66153E-03	18.92
7759	1.66153E-04	17.92
7760	1.66153E-05	16.92
7761	2.90768E-02	20.16
7762	2.49230E-02	20.09
7763	2.49230E-03	19.09
7764	3.32307E-02	20.22
7765	3.32307E-03	19.22
7766	3.32307E-04	18.22
7767	3.32307E-05	17.22
7768	4.15383E-03	19.31
7769	4.98460E-03	19.39
7770	4.98460E-04	18.39
7771	4.98460E-05	17.39
7772	5.81537E-03	19.46
7773	6.64614E-03	19.52
7774	6.64614E-04	18.52
7775	6.64614E-05	17.52
7776	7.47690E-03	19.57
7777	5.19229E-05	18.62
7778	5.19229E-06	17.62
7779	5.19229E-07	16.62
7780	1.03846E-04	18.92
7781	1.03846E-05	17.92
7782	1.03846E-06	16.92
7783	1.55769E-04	19.09
7784	2.07692E-04	19.22
7785	2.07692E-05	18.22
7786	2.07692E-06	17.22
7787	2.59615E-04	19.31
7788	3.11538E-04	19.39
7789	3.11538E-05	18.39
7790	3.11538E-06	17.39
7791	4.15383E-05	18.52
7792	4.15383E-06	17.52
7793	1.75240E-03	19.79
7794	1.16827E-03	19.62
7795	1.16827E-04	18.62
7796	1.16827E-05	17.62
7797	1.16827E-06	16.62
7798	2.33653E-03	19.92
7799	2.33653E-04	18.92
7800	2.33653E-05	17.92
7801	2.33653E-06	16.92
7802	3.50480E-04	19.09
7803	4.67306E-04	19.22
7804	4.67306E-05	18.22
7805	4.67306E-06	17.22
7806	5.84133E-04	19.31
7807	7.00960E-04	19.39
7808	7.00960E-05	18.39
7809	7.00960E-06	17.39
7810	8.17786E-04	19.46
7811	9.34613E-04	19.52
7812	9.34613E-05	18.52
7813	9.34613E-06	17.52
7814	1.05144E-03	19.57
7815	4.24037E-03	19.79
7816	2.82692E-03	19.62
7817	2.82692E-04	18.62
7818	2.82692E-05	17.62
7819	2.82692E-06	16.62
7820	7.06729E-03	20.01
7821	5.65383E-03	19.92
7822	5.65383E-04	18.92
7823	5.65383E-05	17.92
7824	5.65383E-06	16.92
7825	9.89420E-03	20.16
7826	8.48075E-03	20.09
7827	8.48075E-04	19.09
7828	1.13077E-02	20.22
7829	1.13077E-03	19.22
7830	1.13077E-04	18.22
7831	1.13077E-05	17.22
7832	1.41346E-03	19.31
7833	1.69615E-03	19.39
7834	1.69615E-04	18.39
7835	1.69615E-05	17.39
7836	1.97884E-03	19.46
7837	2.26153E-03	19.52
7838	2.26153E-04	18.52
7839	2.26153E-05	17.52
7840	2.54422E-03	19.57
7841	1.24615E-02	19.79
7842	8.30767E-03	19.62
7843	8.30767E-04	18.62
7844	8.30767E-05	17.62
7845	8.30767E-06	16.62
7846	2.07692E-02	20.01
7847	1.66153E-02	19.92
7848	1.66153E-03	18.92
7849	1.66153E-04	17.92
7850	1.66153E-05	16.92
7851	2.90768E-02	20.16
7852	2.49230E-02	20.09
7853	2.49230E-03	19.09
7854	3.32307E-02	20.22
7855	3.32307E-03	19.22
7856	3.32307E-04	18.22
7857	3.32307E-05	17.22
7858	4.15383E-03	19.31
7859	4.98460E-03	19.39
7860	4.98460E-04	18.39
7861	4.98460E-05	17.39
7862	5.81537E-03	19.46
7863	6.64614E-03	19.52
7864	6.64614E-04	18.52
7865	6.64614E-05	17.52
7866	7.47690E-03	19.57
7867	6.53671E-05	18.62
7868	6.53671E-06	17.62
7869	6.53671E-07	16.62
7870	1.30734E-04	18.92
7871	1.30734E-05	17.92
7872	1.30734E-06	16.92
7873	1.96101E-04	19.09
7874	2.61468E-04	19.22
7875	2.61468E-05	18.22
7876	2.61468E-06	17.22
7877	3.26836E-04	19.31
7878	3.92203E-04	19.39
7879	3.92203E-05	18.39
7880	3.92203E-06	17.39
7881	5.22937E-05	18.52
7882	5.22937E-06	17.52
7883	2.20614E-03	19.79
7884	1.47076E-03	19.62
7885	1.47076E-04	18.62
7886	1.47076E-05	17.62
7887	1.47076E-06	16.62
7888	2.94152E-03	19.92
7889	2.94152E-04	18.92
7890	2.94152E-05	17.92
7891	2.94152E-06	16.92
7892	4.41228E-04	19.09
7893	5.88304E-04	19.22
7894	5.88304E-05	18.22
7895	5.88304E-06	17.22
7896	7.35380E-04	19.31
7897	8.82456E-04	19.39
7898	8.82456E-05	18.39
7899	8.82456E-06	17.39
7900	1.02953E-03	19.46
7901	1.17661E-03	19.52
7902	1.17661E-04	18.52
7903	1.17661E-05	17.52
7904	1.32368E-03	19.57
7905	5.33831E-03	19.79
7906	3.55888E-03	19.62
7907	3.55888E-04	18.62
7908	3.55888E-05	17.62
7909	3.55888E-06	16.62
7910	8.89719E-03	20.01
7911	7.11775E-03	19.92
7912	7.11775E-04	18.92
7913	7.11775E-05	17.92
7914	7.11775E-06	16.92
7915	1.24561E-02	20.16
7916	1.06766E-02	20.09
7917	1.06766E-03	19.09
7918	1.42355E-02	20.22
7919	1.42355E-03	19.22
7920	1.42355E-04	18.22
7921	1.42355E-05	17.22
7922	1.77944E-03	19.31
7923	2.13533E-03	19.39
7924	2.13533E-04	18.39
7925	2.13533E-05	17.39
7926	2.49121E-03	19.46
7927	2.84710E-03	19.52
7928	2.84710E-04	18.52
7929	2.84710E-05	17.52
7930	3.20299E-03	19.57
7931	1.56881E-02	19.79
7932	1.04587E-02	19.62
7933	1.04587E-03	18.62
7934	1.04587E-04	17.62
7935	1.04587E-05	16.62
7936	2.61468E-02	20.01
7937	2.09175E-02	19.92
7938	2.09175E-03	18.92
7939	2.09175E-04	17.92
7940	2.09175E-05	16.92
7941	3.66056E-02	20.16
7942	3.13762E-02	20.09
7943	3.13762E-03	19.09
7944	4.18349E-02	20.22
7945	4.18349E-03	19.22
7946	4.18349E-04	18.22
7947	4.18349E-05	17.22
7948	5.22937E-03	19.31
7949	6.27524E-03	19.39
7950	6.27524E-04	18.39
7951	6.27524E-05	17.39
7952	7.32112E-03	19.46
7953	8.36699E-03	19.52
7954	8.36699E-04	18.52
7955	8.36699E-05	17.52
7956	9.41286E-03	19.57
7957	6.53671E-05	18.62
7958	6.53671E-06	17.62
7959	6.53671E-07	16.62
7960	1.30734E-04	18.92
7961	1.30734E-05	17.92
7962	1.30734E-06	16.92
7963	1.96101E-04	19.09
7964	2.61468E-04	19.22
7965	2.61468E-05	18.22
7966	2.61468E-06	17.22
7967	3.26836E-04	19.31
7968	3.92203E-04	19.39
7969	3.92203E-05	18.39
7970	3.92203E-06	17.39
7971	5.22937E-05	18.52
7972	5.22937E-06	17.52
7973	2.20614E-03	19.79
7974	1.47076E-03	19.62
7975	1.47076E-04	18.62
7976	1.47076E-05	17.62
7977	1.47076E-06	16.62
7978	2.94152E-03	19.92
7979	2.94152E-04	18.92
7980	2.94152E-05	17.92
7981	2.94152E-06	16.92
7982	4.41228E-04	19.09
7983	5.88304E-04	19.22
7984	5.88304E-05	18.22
7985	5.88304E-06	17.22
7986	7.35380E-04	19.31
7987	8.82456E-04	19.39
7988	8.82456E-05	18.39
7989	8.82456E-06	17.39
7990	1.02953E-03	19.46
7991	1.17661E-03	19.52
7992	1.17661E-04	18.52
7993	1.17661E-05	17.52
7994	1.32368E-03	19.57
7995	5.33831E-03	19.79
7996	3.55888E-03	19.62
7997	3.55888E-04	18.62
7998	3.55888E-05	17.62
7999	3.55888E-06	16.62
8000	8.89719E-03	20.01
8001	7.11775E-03	19.92
8002	7.11775E-04	18.92
8003	7.11775E-05	17.92
8004	7.11775E-06	16.92
8005	1.24561E-02	20.16
8006	1.06766E-02	20.09
8007	1.06766E-03	19.09
8008	1.42355E-02	20.22
8009	1.42355E-03	19.22
8010	1.42355E-04	18.22
8011	1.42355E-05	17.22
8012	1.77944E-03	19.31
8013	2.13533E-03	19.39
8014	2.13533E-04	18.39
8015	2.13533E-05	17.39
8016	2.49121E-03	19.46
8017	2.84710E-03	19.52
8018	2.84710E-04	18.52
8019	2.84710E-05	17.52
8020	3.20299E-03	19.57
8021	1.56881E-02	19.79
8022	1.04587E-02	19.62
8023	1.04587E-03	18.62
8024	1.04587E-04	17.62
8025	1.04587E-05	16.62
8026	2.61468E-02	20.01
8027	2.09175E-02	19.92
8028	2.09175E-03	18.92
8029	2.09175E-04	17.92
8030	2.09175E-05	16.92
8031	3.66056E-02	20.16
8032	3.13762E-02	20.09
8033	3.13762E-03	19.09
8034	4.18349E-02	20.22
8035	4.18349E-03	19.22
8036	4.18349E-04	18.22
8037	4.18349E-05	17.22
8038	5.22937E-03	19.31
8039	6.27524E-03	19.39
8040	6.27524E-04	18.39
8041	6.27524E-05	17.39
8042	7.32112E-03	19.46
8043	8.36699E-03	19.52
8044	8.36699E-04	18.52
8045	8.36699E-05	17.52
8046	9.41286E-03	19.57
8047	8.22923E-05	18.62
8048	8.22923E-06	17.62
8049	8.22923E-07	16.62
8050	1.64585E-04	18.92
8051	1.64585E-05	17.92
8052	1.64585E-06	16.92
8053	2.46877E-04	19.09
8054	3.29169E-04	19.22
8055	3.29169E-05	18.22
8056	3.29169E-06	17.22
8057	4.11462E-04	19.31
8058	4.93754E-04	19.39
8059	4.93754E-05	18.39
8060	4.93754E-06	17.39
8061	6.58338E-05	18.52
8062	6.58338E-06	17.52
8063	2.77737E-03	19.79
8064	1.85158E-03	19.62
8065	1.85158E-04	18.62
8066	1.85158E-05	17.62
8067	1.85158E-06	16.62
8068	3.70315E-03	19.92
8069	3.70315E-04	18.92
8070	3.70315E-05	17.92
8071	3.70315E-06	16.92
8072	5.55473E-04	19.09
8073	7.40631E-04	19.22
8074	7.40631E-05	18.22
8075	7.40631E-06	17.22
8076	9.25788E-04	19.31
8077	1.11095E-03	19.39
8078	1.11095E-04	18.39
8079	1.11095E-05	17.39
8080	1.29610E-03	19.46
8081	1.48126E-03	19.52
8082	1.48126E-04	18.52
8083	1.48126E-05	17.52
8084	1.66642E-03	19.57
8085	6.72054E-03	19.79
8086	4.48036E-03	19.62
8087	4.48036E-04	18.62
8088	4.48036E-05	17.62
8089	4.48036E-06	16.62
8090	1.12009E-02	20.01
8091	8.96072E-03	19.92
8092	8.96072E-04	18.92
8093	8.96072E-05	17.92
8094	8.96072E-06	16.92
8095	1.56813E-02	20.16
8096	1.34411E-02	20.09
8097	1.34411E-03	19.09
8098	1.79214E-02	20.22
8099	1.79214E-03	19.22
8100	1.79214E-04	18.22
8101	1.79214E-05	17.22
8102	2.24018E-03	19.31
8103	2.68822E-03	19.39
8104	2.68822E-04	18.39
8105	2.68822E-05	17.39
8106	3.13625E-03	19.46
8107	3.58429E-03	19.52
8108	3.58429E-04	18.52
8109	3.58429E-05	17.52
8110	4.03232E-03	19.57
8111	1.97502E-02	19.79
8112	1.31668E-02	19.62
8113	1.31668E-03	18.62
8114	1.31668E-04	17.62
8115	1.31668E-05	16.62
8116	3.29169E-02	20.01
8117	2.63335E-02	19.92
8118	2.63335E-03	18.92
8119	2.63335E-04	17.92
8120	2.63335E-05	16.92
8121	4.60837E-02	20.16
8122	3.95003E-02	20.09
8123	3.95003E-03	19.09
8124	5.26671E-02	20.22
8125	5.26671E-03	19.22
8126	5.26671E-04	18.22
8127	5.26671E-05	17.22
8128	6.58339E-03	19.31
8129	7.90006E-03	19.39
8130	7.90006E-04	18.39
8131	7.90006E-05	17.39
8132	9.21674E-03	19.46
8133	1.05334E-02	19.52
8134	1.05334E-03	18.52
8135	1.05334E-04	17.52
8136	1.18501E-02	19.57
8137	8.22923E-05	18.62
8138	8.22923E-06	17.62
8139	8.22923E-07	16.62
8140	1.64585E-04	18.92
8141	1.64585E-05	17.92
8142	1.64585E-06	16.92
8143	2.46877E-04	19.09
8144	3.29169E-04	19.22
8145	3.29169E-05	18.22
8146	3.29169E-06	17.22
8147	4.11462E-04	19.31
8148	4.93754E-04	19.39
8149	4.93754E-05	18.39
8150	4.93754E-06	17.39
8151	6.58338E-05	18.52
8152	6.58338E-06	17.52
8153	2.77737E-03	19.79
8154	1.85158E-03	19.62
8155	1.85158E-04	18.62
8156	1.85158E-05	17.62
8157	1.85158E-06	16.62
8158	3.70315E-03	19.92
8159	3.70315E-04	18.92
8160	3.70315E-05	17.92
8161	3.70315E-06	16.92
8162	5.55473E-04	19.09
8163	7.40631E-04	19.22
8164	7.40631E-05	18.22
8165	7.40631E-06	17.22
8166	9.25788E-04	19.31
8167	1.11095E-03	19.39
8168	1.11095E-04	18.39
8169	1.11095E-05	17.39
8170	1.29610E-03	19.46
8171	1.48126E-03	19.52
8172	1.48126E-04	18.52
8173	1.48126E-05	17.52
8174	1.66642E-03	19.57
8175	6.72054E-03	19.79
8176	4.48036E-03	19.62
8177	4.48036E-04	18.62
8178	4.48036E-05	17.62
8179	4.48036E-06	16.62
8180	1.12009E-02	20.01
8181	8.96072E-03	19.92
8182	8.96072E-04	18.92
8183	8.96072E-05	17.92
8184	8.96072E-06	16.92
8185	1.56813E-02	20.16
8186	1.34411E-02	20.09
8187	1.34411E-03	19.09
8188	1.79214E-02	20.22
8189	1.79214E-03	19.22
8190	1.79214E-04	18.22
8191	1.79214E-05	17.22
8192	2.24018E-03	19.31
8193	2.68822E-03	19.39
8194	2.68822E-04	18.39
